eventDate,year,month,day,decimalLatitude,decimalLongitude,geodeticDatum,scientificName,
2004-08-24T00:00:00Z,2004,8,24,-38.0412,144.5347,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1974-04-06T00:00:00Z,1974,4,6,-38.2984,145.5013,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1988-05-04T00:00:00Z,1988,5,4,-37.8668,144.8793,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1977-07-10T00:00:00Z,1977,7,10,-37.9151,144.7513,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1976-04-03T00:00:00Z,1976,4,3,-38.3318,145.3346,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1987-05-23T00:00:00Z,1987,5,23,-38.2401,144.4596,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1973-09-04T00:00:00Z,1973,9,4,-38.2205,144.4504,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1986-05-25T00:00:00Z,1986,5,25,-38.2735,144.643,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2008-10-16T00:00:00Z,2008,10,16,-38.2417,144.4364,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1992-07-21T00:00:00Z,1992,7,21,-38.2568,144.6763,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1998-10-22T00:00:00Z,1998,10,22,-38.0346,144.5178,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1983-07-25T00:00:00Z,1983,7,25,-38.0588,144.5113,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2006-07-23T00:00:00Z,2006,7,23,-38.2241,144.6863,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1986-08-23T00:00:00Z,1986,8,23,-37.5,140.7,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1992-07-09T00:00:00Z,1992,7,9,-38.2568,144.6763,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1988-03-18T00:00:00Z,1988,3,18,-40.1401,143.9263,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1978-09-24T00:00:00Z,1978,9,24,-38.2485,144.7513,EPSG:4326,Neophema (Neonanodes) chrysogaster,
,,,,-38.4151,145.4179,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1999-07-25T00:00:00Z,1999,7,25,-38.2421,144.665,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1979-09-14T00:00:00Z,1979,9,14,-38.2485,144.5846,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2007-04-08T00:00:00Z,2007,4,8,-37.9619,144.633,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1994-04-17T00:00:00Z,1994,4,17,-38.2425,144.4651,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2000-10-11T00:00:00Z,2000,10,11,-38.0413,144.5393,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1979-06-01T00:00:00Z,1979,6,1,-38.0818,144.5846,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1987-06-13T00:00:00Z,1987,6,13,-38.2068,141.2763,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1992-07-26T00:00:00Z,1992,7,26,-38.2568,144.6763,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2001-05-20T00:00:00Z,2001,5,20,-38.2405,144.456,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1979-03-01T00:00:00Z,1979,3,1,-38.0818,144.5846,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1993-04-18T00:00:00Z,1993,4,18,-38.2401,144.4596,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1999-07-27T00:00:00Z,1999,7,27,-38.315,142.0349,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1986-06-08T00:00:00Z,1986,6,8,-38.0401,144.5096,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1890-12-10T00:00:00Z,1890,12,10,-38.2818,145.5679,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1986-01-27T00:00:00Z,1986,1,27,-38.3789,145.2788,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2001-04-02T00:00:00Z,2001,4,2,-38.2379,144.4595,EPSG:4326,Neophema (Neonanodes) chrysogaster,
,,,,-38.4151,145.4179,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1993-04-03T00:00:00Z,1993,4,3,-38.0401,144.543,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1987-06-18T00:00:00Z,1987,6,18,-36.8,140.1,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1994-06-26T00:00:00Z,1994,6,26,-37.9962,144.5783,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1984-07-28T00:00:00Z,1984,7,28,-38.05,144.4997,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1994-11-04T00:00:00Z,1994,11,4,-38.0395,144.5382,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1989-03-21T00:00:00Z,1989,3,21,-40.1401,143.9263,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1969-06-07T00:00:00Z,1969,6,7,-38.1651,144.668,EPSG:4326,Neophema (Neonanodes) chrysogaster,
,,,,-38.4151,145.4179,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1987-08-11T00:00:00Z,1987,8,11,-38.05,144.523,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1989-04-29T00:00:00Z,1989,4,29,-38.6401,145.7263,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1990-03-29T00:00:00Z,1990,3,29,-40.1735,143.9597,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1994-06-26T00:00:00Z,1994,6,26,-38.0238,144.5649,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1993-08-08T00:00:00Z,1993,8,8,-38.0499,144.5185,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1980-06-01T00:00:00Z,1980,6,1,-38.0818,144.5846,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1983-07-24T00:00:00Z,1983,7,24,-38.0363,144.5576,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1974-09-15T00:00:00Z,1974,9,15,-38.1651,144.668,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1988-06-01T00:00:00Z,1988,6,1,-36.8,140.1,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1988-05-04T00:00:00Z,1988,5,4,-37.8588,144.8818,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2001-09-12T00:00:00Z,2001,9,12,-38.2518,144.699,EPSG:4326,Neophema (Neonanodes) chrysogaster,
,,,,-38.1641,144.5933,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2006-06-25T00:00:00Z,2006,6,25,-38.3483,142.3855,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1993-09-27T00:00:00Z,1993,9,27,-38.2512,144.667,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1991-07-11T00:00:00Z,1991,7,11,-36.9,139.9,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1978-09-01T00:00:00Z,1978,9,1,-38.2485,144.7513,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1989-06-27T00:00:00Z,1989,6,27,-38.2401,144.4596,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1987-07-28T00:00:00Z,1987,7,28,-38.2651,144.7013,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1992-09-09T00:00:00Z,1992,9,9,-38.2568,144.6763,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1999-06-17T00:00:00Z,1999,6,17,-38.3166,142.052,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1987-08-02T00:00:00Z,1987,8,2,-38.0588,144.5113,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1985-06-26T00:00:00Z,1985,6,26,-38.0401,144.5096,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1949-01-01T00:00:00Z,1949,1,1,-38.0485,144.5846,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1985-06-30T00:00:00Z,1985,6,30,-38.2539,144.6681,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1991-03-24T00:00:00Z,1991,3,24,-38.2401,144.4596,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1990-09-09T00:00:00Z,1990,9,9,-38.05,144.523,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1978-07-30T00:00:00Z,1978,7,30,-38.0818,144.5846,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1973-09-04T00:00:00Z,1973,9,4,-38.2178,144.4337,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1988-06-05T00:00:00Z,1988,6,5,-38.0401,144.5096,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1987-09-29T00:00:00Z,1987,9,29,-38.0401,144.5096,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1986-05-09T00:00:00Z,1986,5,9,-36.8,140.1,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1984-03-24T00:00:00Z,1984,3,24,-38.2604,144.6759,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1988-06-29T00:00:00Z,1988,6,29,-38.8568,146.3596,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1993-06-06T00:00:00Z,1993,6,6,-37.9832,144.6505,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1980-08-01T00:00:00Z,1980,8,1,-38.0818,144.5846,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1993-10-04T00:00:00Z,1993,10,4,-38.0552,144.5114,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1985-06-06T00:00:00Z,1985,6,6,-38.0401,144.5096,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1985-05-26T00:00:00Z,1985,5,26,-38.0401,144.5096,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1986-05-25T00:00:00Z,1986,5,25,-40.1401,143.9263,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2007-05-03T00:00:00Z,2007,5,3,-37.9619,144.633,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1986-03-23T00:00:00Z,1986,3,23,-38.3789,145.2788,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1991-08-11T00:00:00Z,1991,8,11,-38.2511,144.6647,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1986-09-07T00:00:00Z,1986,9,7,-38.2511,144.6647,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1993-04-03T00:00:00Z,1993,4,3,-38.0015,144.5759,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1976-08-12T00:00:00Z,1976,8,12,-38.1651,144.668,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1981-07-18T00:00:00Z,1981,7,18,-38.0818,144.5846,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2007-04-13T00:00:00Z,2007,4,13,-37.9619,144.633,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1994-10-10T00:00:00Z,1994,10,10,-38.2521,144.6658,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1977-02-01T00:00:00Z,1977,2,1,-38.0818,144.5846,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2006-05-14T00:00:00Z,2006,5,14,-38.2397,144.4613,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1990-09-06T00:00:00Z,1990,9,6,-38.2511,144.6647,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2000-05-21T00:00:00Z,2000,5,21,-38.2379,144.4595,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1984-08-09T00:00:00Z,1984,8,9,-38.0395,144.5382,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1988-05-15T00:00:00Z,1988,5,15,-38.0401,144.5096,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2000-09-23T00:00:00Z,2000,9,23,-37.8978,144.7976,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1993-06-13T00:00:00Z,1993,6,13,-38.0401,144.543,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1984-09-23T00:00:00Z,1984,9,23,-38.05,144.523,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1985-06-01T00:00:00Z,1985,6,1,-38.2604,144.6759,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1993-07-08T00:00:00Z,1993,7,8,-38.0499,144.5185,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1984-07-28T00:00:00Z,1984,7,28,-38.05,144.523,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1979-01-01T00:00:00Z,1979,1,1,-37.8,140.3,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1988-06-26T00:00:00Z,1988,6,26,-38.0401,144.5096,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1986-06-15T00:00:00Z,1986,6,15,-38.0901,145.1263,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1990-09-08T00:00:00Z,1990,9,8,-38.2257,144.6541,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1985-07-27T00:00:00Z,1985,7,27,-38.05,144.523,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2001-09-05T00:00:00Z,2001,9,5,-38.2485,144.6846,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1987-05-10T00:00:00Z,1987,5,10,-38.0401,144.5096,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1986-07-27T00:00:00Z,1986,7,27,-38.05,144.523,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2001-09-23T00:00:00Z,2001,9,23,-38.2523,144.6761,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1998-10-17T00:00:00Z,1998,10,17,-38.0311,144.5681,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2005-05-06T00:00:00Z,2005,5,6,-38.3175,142.0521,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1979-06-17T00:00:00Z,1979,6,17,-38.0818,144.5846,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1989-04-19T00:00:00Z,1989,4,19,-38.05,144.523,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1994-04-16T00:00:00Z,1994,4,16,-38.0257,144.566,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1988-06-20T00:00:00Z,1988,6,20,-37,139.7,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1991-03-30T00:00:00Z,1991,3,30,-38.3798,145.2788,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1984-08-09T00:00:00Z,1984,8,9,-38.0363,144.5576,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1975-06-01T00:00:00Z,1975,6,1,-38.2318,145.4513,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2000-07-01T00:00:00Z,2000,7,1,-38.3193,142.0509,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1972-01-01T00:00:00Z,1972,1,1,-38.2318,144.718,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1985-08-18T00:00:00Z,1985,8,18,-38.05,144.523,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1980-06-01T00:00:00Z,1980,6,1,-38.5818,146.9179,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1987-07-04T00:00:00Z,1987,7,4,-38.2401,144.4596,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1931-01-01T00:00:00Z,1931,1,1,-37.9985,144.6679,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2002-03-19T00:00:00Z,2002,3,19,-38.0067,144.562,EPSG:4326,Neophema (Neonanodes) chrysogaster,
,,,,-38.3734,145.3763,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1988-06-19T00:00:00Z,1988,6,19,-38.2401,144.4596,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1981-01-01T00:00:00Z,1981,1,1,-35.4,139.2,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1980-07-13T00:00:00Z,1980,7,13,-38.2485,144.7513,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1994-09-14T00:00:00Z,1994,9,14,-38.2521,144.6658,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1987-06-20T00:00:00Z,1987,6,20,-38.2401,144.4596,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1990-06-17T00:00:00Z,1990,6,17,-38.2401,144.4596,EPSG:4326,Neophema (Neonanodes) chrysogaster,
,,,,-37.9985,144.6679,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1970-05-01T00:00:00Z,1970,5,1,-38.1651,144.668,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1991-05-19T00:00:00Z,1991,5,19,-38.2401,144.4596,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1986-05-09T00:00:00Z,1986,5,9,-36.8,139.9,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1990-08-17T00:00:00Z,1990,8,17,-38.2511,144.6647,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1983-01-01T00:00:00Z,1983,1,1,-36,139.6,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1994-11-04T00:00:00Z,1994,11,4,-38.0395,144.5382,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1988-05-08T00:00:00Z,1988,5,8,-38.2401,144.4596,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1991-03-31T00:00:00Z,1991,3,31,-38.0352,144.5486,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2006-04-25T00:00:00Z,2006,4,25,-37.9619,144.633,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1987-07-06T00:00:00Z,1987,7,6,-38.2401,144.4596,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1999-07-28T00:00:00Z,1999,7,28,-38.315,142.0349,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1991-07-21T00:00:00Z,1991,7,21,-38.2511,144.6647,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1985-05-19T00:00:00Z,1985,5,19,-38.0401,144.5096,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1990-04-22T00:00:00Z,1990,4,22,-37.9977,144.6045,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1990-05-24T00:00:00Z,1990,5,24,-37.9977,144.6045,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1993-09-08T00:00:00Z,1993,9,8,-38.2511,144.6647,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1977-05-06T00:00:00Z,1977,5,6,-38.0818,144.5846,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1991-05-10T00:00:00Z,1991,5,10,-37.9977,144.6045,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1985-04-24T00:00:00Z,1985,4,24,-37.9151,144.6679,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1993-10-14T00:00:00Z,1993,10,14,-38.0552,144.5114,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1986-04-19T00:00:00Z,1986,4,19,-40.1401,143.9263,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1990-07-15T00:00:00Z,1990,7,15,-38.05,144.523,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1991-06-16T00:00:00Z,1991,6,16,-38.2401,144.4596,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1993-08-05T00:00:00Z,1993,8,5,-38.05,144.523,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1986-08-02T00:00:00Z,1986,8,2,-38.05,144.523,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1981-03-03T00:00:00Z,1981,3,3,-40.4997,144.7531,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1857-01-01T00:00:00Z,1857,1,1,-38.3318,144.668,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2000-07-01T00:00:00Z,2000,7,1,-38.3167,142.0498,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1986-04-21T00:00:00Z,1986,4,21,-40.1401,143.9263,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1987-01-17T00:00:00Z,1987,1,17,-38.05,144.523,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1981-05-16T00:00:00Z,1981,5,16,-38.2485,144.5846,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1990-05-13T00:00:00Z,1990,5,13,-38.2401,144.4596,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1986-01-22T00:00:00Z,1986,1,22,-38.2568,144.5096,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1994-11-04T00:00:00Z,1994,11,4,-38.0395,144.5382,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1990-06-14T00:00:00Z,1990,6,14,-38.05,144.523,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1986-04-02T00:00:00Z,1986,4,2,-38.3789,145.2788,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1991-07-28T00:00:00Z,1991,7,28,-38.0352,144.5486,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1988-07-30T00:00:00Z,1988,7,30,-38.05,144.523,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1981-01-01T00:00:00Z,1981,1,1,-38.2901,145.2929,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1992-06-14T00:00:00Z,1992,6,14,-38.2401,144.4596,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1990-04-07T00:00:00Z,1990,4,7,-40.3901,144.6597,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1994-06-08T00:00:00Z,1994,6,8,-38.0465,144.5265,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1993-04-18T00:00:00Z,1993,4,18,-38.2401,144.4596,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1956-01-01T00:00:00Z,1956,1,1,-38.0485,144.5846,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1989-08-20T00:00:00Z,1989,8,20,-37.9,140.4,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2006-06-12T00:00:00Z,2006,6,12,-38.3466,142.3809,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1987-07-26T00:00:00Z,1987,7,26,-38.2511,144.6647,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1994-07-23T00:00:00Z,1994,7,23,-38.2555,144.6589,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1990-05-24T00:00:00Z,1990,5,24,-38.05,144.523,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1989-04-21T00:00:00Z,1989,4,21,-38.05,144.523,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1980-05-03T00:00:00Z,1980,5,3,-38.4818,145.4179,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1986-06-23T00:00:00Z,1986,6,23,-38.1401,144.4263,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1960-09-07T00:00:00Z,1960,9,7,-38.4985,142.418,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1974-03-31T00:00:00Z,1974,3,31,-38.2984,145.522,EPSG:4326,Neophema (Neonanodes) chrysogaster,
,,,,-38.4151,145.4179,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1994-08-04T00:00:00Z,1994,8,4,-38.2555,144.6589,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1984-07-08T00:00:00Z,1984,7,8,-38.0363,144.5576,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1994-04-30T00:00:00Z,1994,4,30,-37.9951,144.5693,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2001-09-26T00:00:00Z,2001,9,26,-38.237,144.68,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1999-04-25T00:00:00Z,1999,4,25,-37.9984,144.5521,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1994-05-07T00:00:00Z,1994,5,7,-38.2611,144.6678,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1992-09-08T00:00:00Z,1992,9,8,-38.2568,144.6763,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1977-04-09T00:00:00Z,1977,4,9,-38.0818,144.418,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1993-04-04T00:00:00Z,1993,4,4,-38.0103,144.5642,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2005-03-06T00:00:00Z,2005,3,6,-38.605,142.9107,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1985-09-18T00:00:00Z,1985,9,18,-38.2511,144.6647,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1988-10-21T00:00:00Z,1988,10,21,-38.3789,145.2788,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2002-01-27T00:00:00Z,2002,1,27,-38.2521,144.667,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1987-07-26T00:00:00Z,1987,7,26,-38.3735,142.4263,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2008-06-01T00:00:00Z,2008,6,1,-37.9052,144.6569,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2005-07-13T00:00:00Z,2005,7,13,-38.3474,142.3889,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1991-10-15T00:00:00Z,1991,10,15,-38.2511,144.6647,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1994-05-15T00:00:00Z,1994,5,15,-38.2611,144.6678,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1989-08-05T00:00:00Z,1989,8,5,-38.2511,144.6647,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1988-09-01T00:00:00Z,1988,9,1,-38.3789,145.2788,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1980-07-01T00:00:00Z,1980,7,1,-38.2485,144.5846,EPSG:4326,Neophema (Neonanodes) chrysogaster,
2000-09-23T00:00:00Z,2000,9,23,-37.9172,144.7743,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1993-08-19T00:00:00Z,1993,8,19,-38.1068,141.1097,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1990-07-29T00:00:00Z,1990,7,29,-36.7,139.9,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1977-01-01T00:00:00Z,1977,1,1,-38.0057,144.5587,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1985-06-30T00:00:00Z,1985,6,30,-38.2511,144.6647,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1988-06-26T00:00:00Z,1988,6,26,-38.05,144.523,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1985-07-07T00:00:00Z,1985,7,7,-38.05,144.523,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1990-07-29T00:00:00Z,1990,7,29,-38.2235,144.693,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1986-07-28T00:00:00Z,1986,7,28,-37.9,140.4,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1992-09-23T00:00:00Z,1992,9,23,-38.2529,144.6647,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1992-04-17T00:00:00Z,1992,4,17,-38.1235,141.143,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1994-10-16T00:00:00Z,1994,10,16,-38.0456,144.5289,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1994-08-28T00:00:00Z,1994,8,28,-38.2503,144.6682,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1985-07-23T00:00:00Z,1985,7,23,-38.05,144.523,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1992-04-10T00:00:00Z,1992,4,10,-38.0401,144.5096,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1994-05-28T00:00:00Z,1994,5,28,-38.0016,144.5782,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1984-08-09T00:00:00Z,1984,8,9,-38.2511,144.6647,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1986-04-03T00:00:00Z,1986,4,3,-37.9974,144.5931,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1983-06-04T00:00:00Z,1983,6,4,-38.0395,144.5382,EPSG:4326,Neophema (Neonanodes) chrysogaster,
1989-02-11T00:00:00Z,1989,2,11,-38.3798,145.2788,EPSG:4326,Neophema (Neonanodes) chrysogaster,
