"dataResourceUid","images","raw_recordedBy","dcterms:modified","dcterms:language","dcterms:license","rightsHolder","dcterms:accessRights","dcterms:bibliographicCitation","references","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","organismScope","associatedOccurrences","associatedOrganisms","previousIdentifications","organismRemarks","materialSampleID","eventID","parentEventID","fieldNumber","eventDate","eventTime","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","samplingEffort","sampleSizeValue","sampleSizeUnit","fieldNotes","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","country","countryCode","stateProvince","county","municipality","locality","verbatimLocality","minimumElevationInMeters","maximumElevationInMeters","verbatimElevation","minimumDepthInMeters","maximumDepthInMeters","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinates","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","identificationQualifier","typeStatus","identifiedBy","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","raw_scientificName","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","measurementDeterminedDate","videos","species","relationshipAccordingTo","resourceRelationshipID","measurementRemarks","measurementValue","relationshipRemarks","resourceID","relationshipEstablishedDate","identifierRole","relationshipOfResource","measurementMethod","identifier","provenance","sounds","recordID","rights","source","measurementID","measurementType","measurementUnit","measurementDeterminedBy","measurementAccuracy","relatedResourceID","images","dcterms:type"
"dr1097","","Staff Museum of Victoria - Bird skins","","","CC-BY 4.0 (Int)","","","","","","","","","","","","PRESERVED_SPECIMEN","","","","4246961","4246961","","Skins, Bird | Staff Museum of Victoria","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","","","1987-09-30T00:00:00Z","","","","1987","9","30","","","","","","","","","468145","","","","","","","Australia","AU","Victoria","","","","","","","0.0","","","","","","","","-38.2651","144.6846","EPSG:4326","180.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10305","","","","","","","https://biodiversity.org.au/afd/taxa/88653999-1e2f-47d1-87fa-1f6d3e47ffb8","Neophema chrysogaster","Neophema (Neonanodes) chrysogaster","","","","","","","","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","","","","species","","(Latham, 1790)","Orange-bellied Parrot","","","","Non-passerine birds","","","Neophema chrysogaster","","","","","","","","","","","","","","3912e212-b868-4480-b725-5226405a282c","","","","","","","","","","Event"
"dr1097","","Members BirdLife Australia","","","CC-BY 4.0 (Int)","","","","","","","","","","","","OBSERVATION","","","","4256013","4256013","","","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","","","1991-05-02T00:00:00Z","","","","1991","5","2","","","","","","","","","492564","","","","","","","Australia","AU","Victoria","","","","","","","5.0","","","","","","","","-38.0395","144.5382","EPSG:4326","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10305","","","","","","","https://biodiversity.org.au/afd/taxa/88653999-1e2f-47d1-87fa-1f6d3e47ffb8","Neophema chrysogaster","Neophema (Neonanodes) chrysogaster","","","","","","","","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","","","","species","","(Latham, 1790)","Orange-bellied Parrot","","","","Non-passerine birds","","","Neophema chrysogaster","","","","","","","","","","","","","","6b095ca0-f893-4a8b-9926-f3227d0d121e","","","","","","","","","","Event"
"dr1097","","RAOU VIC observer code 569","","","CC-BY 4.0 (Int)","","","","","","","","","","","","OBSERVATION","","","","3315264","3315264","","RAOU VIC observer code 569","","","","","","","","","PRESENT","","","","","","","","","","","","c6a597ef-de39-4539-b0b7-47e922f05528|7c54218c-98e6-4e01-bd98-324d8c8ccd28","","","","","","","","1980-03-01T00:00:00Z","","","","1980","3","1","","","","","","","","","427915","","","","","","","Australia","AU","Victoria","","","","","","","","","","","","","","","-38.0818","144.5846","EPSG:4326","900.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10305","","","","","","","https://biodiversity.org.au/afd/taxa/88653999-1e2f-47d1-87fa-1f6d3e47ffb8","Neophema chrysogaster","Neophema (Neonanodes) chrysogaster","","","","","","","","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","","","","species","","(Latham, 1790)","Orange-bellied Parrot","","","","Non-passerine birds","","","Neophema chrysogaster","","","","","","","","","","","","","","0061b570-be5a-4594-bbe3-9ab85b0041ce","","","","","","","","","","Event"
"dr1097","","Members BirdLife Australia","","","CC-BY 4.0 (Int)","","","","","","","","","","","","OBSERVATION","","Record is SA Category 2 Conservation Protected in South Australia. Generalised to 10 km by SA DEWNR.","","5338158","5338158","","","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","","","1988-07-24T00:00:00Z","","","","1988","7","24","","","","","","","","","578511","","","","","","","Australia","AU","South Australia","","","","","","","","","","","","","","","-38.1","141.0","EPSG:4326","10000.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10305","","","","","","","https://biodiversity.org.au/afd/taxa/88653999-1e2f-47d1-87fa-1f6d3e47ffb8","Neophema chrysogaster","Neophema (Neonanodes) chrysogaster","","","","","","","","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","","","","species","","(Latham, 1790)","Orange-bellied Parrot","","","","Non-passerine birds","","","Neophema chrysogaster","","","","","","","","","","","","","","937adf70-84e0-4f4b-bf70-538c85b4631d","","","","","","","","","","Event"
"dr1097","","Members BirdLife Australia","","","CC-BY 4.0 (Int)","","","","","","","","","","","","OBSERVATION","","","","4258286","4258286","","","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","","","1986-03-02T00:00:00Z","","","","1986","3","2","","","","","","","","","496500","","","","","","","Australia","AU","Victoria","","","","","","","10.0","","","","","","","","-38.3789","145.2788","EPSG:4326","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10305","","","","","","","https://biodiversity.org.au/afd/taxa/88653999-1e2f-47d1-87fa-1f6d3e47ffb8","Neophema chrysogaster","Neophema (Neonanodes) chrysogaster","","","","","","","","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","","","","species","","(Latham, 1790)","Orange-bellied Parrot","","","","Non-passerine birds","","","Neophema chrysogaster","","","","","","","","","","","","","","59fcb72d-0a56-41f0-b9df-57895eecbd81","","","","","","","","","","Event"
"dr1097","","Members BirdLife Australia","","","CC-BY 4.0 (Int)","","","","","","","","","","","","OBSERVATION","","","","5338169","5338169","","","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","","","1986-06-01T00:00:00Z","","","","1986","6","1","","","","","","","","","578298","","","","","","","Australia","AU","Tasmania","","","","","","","","","","","","","","","-40.1401","143.9263","EPSG:4326","90.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10305","","","","","","","https://biodiversity.org.au/afd/taxa/88653999-1e2f-47d1-87fa-1f6d3e47ffb8","Neophema chrysogaster","Neophema (Neonanodes) chrysogaster","","","","","","","","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","","","","species","","(Latham, 1790)","Orange-bellied Parrot","","","","Non-passerine birds","","","Neophema chrysogaster","","","","","","","","","","","","","","d1d795b9-fd25-4391-9016-0765eb1962a9","","","","","","","","","","Event"
"dr1097","","RAOU VIC observer code 26","","","CC-BY 4.0 (Int)","","","","","","","","","","","","OBSERVATION","","","","3306373","3306373","","RAOU VIC observer code 26","","","","","","","","","PRESENT","","","","","","","","","","","","257e7c8a-942d-4c76-b496-121b94446435|34602187-02d2-4e4f-8e80-7fd3262bc604","","","","","","","","1979-03-10T00:00:00Z","","","","1979","3","10","","","","","","","","","427915","","","","","","","Australia","AU","Victoria","","","","","","","","","","","","","","","-38.0818","144.5846","EPSG:4326","900.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10305","","","","","","","https://biodiversity.org.au/afd/taxa/88653999-1e2f-47d1-87fa-1f6d3e47ffb8","Neophema chrysogaster","Neophema (Neonanodes) chrysogaster","","","","","","","","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","","","","species","","(Latham, 1790)","Orange-bellied Parrot","","","","Non-passerine birds","","","Neophema chrysogaster","","","","","","","","","","","","","","22be30e4-54e1-4391-8311-14e5a2c47bca","","","","","","","","","","Event"
"dr1097","","RAOU VIC observer code 727","","","CC-BY 4.0 (Int)","","","","","","","","","","","","OBSERVATION","","","","3312259","3312259","","RAOU VIC observer code 727","","","","","","","","","PRESENT","","","","","","","","","","","","0276750f-baf5-44ee-b8be-da0fb0e9268d","","","","","","","","1979-03-21T00:00:00Z","","","","1979","3","21","","","","","","","","","427915","","","","","","","Australia","AU","Victoria","","","","","","","","","","","","","","","-38.0818","144.5846","EPSG:4326","900.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10305","","","","","","","https://biodiversity.org.au/afd/taxa/88653999-1e2f-47d1-87fa-1f6d3e47ffb8","Neophema chrysogaster","Neophema (Neonanodes) chrysogaster","","","","","","","","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","","","","species","","(Latham, 1790)","Orange-bellied Parrot","","","","Non-passerine birds","","","Neophema chrysogaster","","","","","","","","","","","","","","0e150df2-8a14-4c17-a220-3a31e73ead6f","","","","","","","","","","Event"
"dr1097","","Members BirdLife Australia","","","CC-BY 4.0 (Int)","","","","","","","","","","","","OBSERVATION","","","","4256040","4256040","","","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","","","1991-07-28T00:00:00Z","","","","1991","7","28","","","","","","","","","492857","","","","","","","Australia","AU","Victoria","","","","","","","5.0","","","","","","","","-38.2257","144.6541","EPSG:4326","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10305","","","","","","","https://biodiversity.org.au/afd/taxa/88653999-1e2f-47d1-87fa-1f6d3e47ffb8","Neophema chrysogaster","Neophema (Neonanodes) chrysogaster","","","","","","","","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","","","","species","","(Latham, 1790)","Orange-bellied Parrot","","","","Non-passerine birds","","","Neophema chrysogaster","","","","","","","","","","","","","","ee4e95a7-2ce7-49b1-afdc-0bdec867367d","","","","","","","","","","Event"
"dr1097","","Peter Klapste","","","CC-BY 4.0 (Int)","","","","","","","","","","","","OBSERVATION","","","","4254958","4254958","","Klapste, Peter","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","","","1983-07-25T00:00:00Z","","","","1983","7","25","","","","","","","","","492609","","","","","","","Australia","AU","Victoria","","","","","","","5.0","","","","","","","","-38.0415","144.5461","EPSG:4326","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10305","","","","","","","https://biodiversity.org.au/afd/taxa/88653999-1e2f-47d1-87fa-1f6d3e47ffb8","Neophema chrysogaster","Neophema (Neonanodes) chrysogaster","","","","","","","","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","","","","species","","(Latham, 1790)","Orange-bellied Parrot","","","","Non-passerine birds","","","Neophema chrysogaster","","","","","","","","","","","","","","63cdf620-d29a-4bdd-974d-4e1a7d9e7985","","","","","","","","","","Event"
"dr1097","","Members BirdLife Australia","","","CC-BY 4.0 (Int)","","","","","","","","","","","","OBSERVATION","","","","4256010","4256010","","","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","","","1991-04-14T00:00:00Z","","","","1991","4","14","","","","","","","","","492768","","","","","","","Australia","AU","Victoria","","","","","","","5.0","","","","","","","","-37.9977","144.6045","EPSG:4326","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10305","","","","","","","https://biodiversity.org.au/afd/taxa/88653999-1e2f-47d1-87fa-1f6d3e47ffb8","Neophema chrysogaster","Neophema (Neonanodes) chrysogaster","","","","","","","","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","","","","species","","(Latham, 1790)","Orange-bellied Parrot","","","","Non-passerine birds","","","Neophema chrysogaster","","","","","","","","","","","","","","7f7c028e-c1d5-4d46-b86e-bd18f4d33ac0","","","","","","","","","","Event"
"dr1097","","Vicki Natt","","","CC-BY 4.0 (Int)","","","","","","","","","","","","OBSERVATION","","Record is SA Category 2 Conservation Protected in South Australia. Generalised to 10 km by SA DEWNR.","","5337778","5337778","","Natt, Vicki","","","","","","","","","PRESENT","","","","","","","","","","","","433564bf-dc21-448f-b045-b4e768a0ef57|38d3f5ad-837f-44e9-86b1-4a44ecdfe98d|7c0ccab8-6ba2-4099-a2c0-bef5c4498369|40b8ebab-66d6-4571-906f-17b7ccb048cf|b8c7aab8-f20f-409c-b910-eb3368733d33","","","","","","","","1988-06-26T00:00:00Z","","","","1988","6","26","","","","","","","","","578330","","","","","","","Australia","AU","South Australia","","","","","","","2.0","","","","","","","","-36.8","139.9","EPSG:4326","10000.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10305","","","","","","","https://biodiversity.org.au/afd/taxa/88653999-1e2f-47d1-87fa-1f6d3e47ffb8","Neophema chrysogaster","Neophema (Neonanodes) chrysogaster","","","","","","","","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","","","","species","","(Latham, 1790)","Orange-bellied Parrot","","","","Non-passerine birds","","","Neophema chrysogaster","","","","","","","","","","","","","","24f4b495-8b91-4846-8c68-8c95e1d640cb","","","","","","","","","","Event"
"dr1097","","Members BirdLife Australia","","","CC-BY 4.0 (Int)","","","","","","","","","","","","OCCURRENCE","","","","3950819","3950819","","","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","","","1992-09-16T00:00:00Z","","","","1992","9","16","","","","","","","","","469490","","","","","","","Australia","AU","Victoria","","","","","","","1.0","","","","","","","","-38.2568","144.6596","EPSG:4326","90.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10305","","","","","","","https://biodiversity.org.au/afd/taxa/88653999-1e2f-47d1-87fa-1f6d3e47ffb8","Neophema chrysogaster","Neophema (Neonanodes) chrysogaster","","","","","","","","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","","","","species","","(Latham, 1790)","Orange-bellied Parrot","","","","Non-passerine birds","","","Neophema chrysogaster","","","","","","","","","","","","","","137d3403-5503-4c21-9e51-71cb3c973c8b","","","","","","","","","","Event"
"dr1097","","Not Supplied","","","CC-BY 4.0 (Int)","","","","","","","","","","","","PRESERVED_SPECIMEN","","Record is SA Category 2 Conservation Protected in South Australia. Generalised to 10 km by SA DEWNR.","","5339405","5339405","","Supplied, Not","","","","","","","","","PRESENT","","","","","","","","","","","","175a34dc-ce3f-492a-a3a0-d35a80f23bf1","","","","","","","","1926-11-01T00:00:00Z","","","","1926","11","1","","","","","","","","","577497","","","","","","","Australia","AU","South Australia","","","","","","","5.0","","","","","","","","-37.3","139.7","EPSG:4326","10000.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10305","","","","","","","https://biodiversity.org.au/afd/taxa/88653999-1e2f-47d1-87fa-1f6d3e47ffb8","Neophema chrysogaster","Neophema (Neonanodes) chrysogaster","","","","","","","","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","","","","species","","(Latham, 1790)","Orange-bellied Parrot","","","","Non-passerine birds","","","Neophema chrysogaster","","","","","","","","","","","","","","c0b48d80-97ce-40e7-b458-5fdbad9524e9","","","","","","","","","","Event"
"dr1097","","Jonathan Starks","","","CC-BY 4.0 (Int)","","","","","","","","","","","","OBSERVATION","","","","3968177","3968177","","Starks, Jonathan","","","","","","","","","PRESENT","","","","","","","","","","","","5b3f03ef-6103-4afc-ad21-4c47a54d660c|38458a9d-73c2-4f60-9ece-8232358fb021|bef3d562-2fa8-4212-8b0b-201e2c67dc21","","","","","","","","1993-09-27T00:00:00Z","","","","1993","9","27","","","","","","","","","492887","","","","","","","Australia","AU","Victoria","","","","","","","3.0","","","","","","","","-38.2512","144.667","EPSG:4326","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10305","","","","","","","https://biodiversity.org.au/afd/taxa/88653999-1e2f-47d1-87fa-1f6d3e47ffb8","Neophema chrysogaster","Neophema (Neonanodes) chrysogaster","","","","","","","","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","","","","species","","(Latham, 1790)","Orange-bellied Parrot","","","","Non-passerine birds","","","Neophema chrysogaster","","","","","","","","","","","","","","23ff69d4-1932-4a25-b227-d98005db187d","","","","","","","","","","Event"
"dr1097","","Members BirdLife Australia","","","CC-BY 4.0 (Int)","","","","","","","","","","","","OBSERVATION","","Record is SA Category 2 Conservation Protected in South Australia. Generalised to 10 km by SA DEWNR.","","5340348","5340348","","","","","","","","","","","PRESENT","","","","","","","","","","","","dbe3cbda-fb9c-4592-ba75-e604fe9a796b","","","","","","","","1989-06-04T00:00:00Z","","","","1989","6","4","","","","","","","","","578280","","","","","","","Australia","AU","South Australia","","","","","","","","","","","","","","","-36.8","139.9","EPSG:4326","10000.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10305","","","","","","","https://biodiversity.org.au/afd/taxa/88653999-1e2f-47d1-87fa-1f6d3e47ffb8","Neophema chrysogaster","Neophema (Neonanodes) chrysogaster","","","","","","","","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","","","","species","","(Latham, 1790)","Orange-bellied Parrot","","","","Non-passerine birds","","","Neophema chrysogaster","","","","","","","","","","","","","","9e65a0c2-e9b0-4bed-a57b-ceac197103cf","","","","","","","","","","Event"
"dr1097","","Members BirdLife Australia","","","CC-BY 4.0 (Int)","","","","","","","","","","","","OBSERVATION","","","","5338120","5338120","","","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","","","1990-03-26T00:00:00Z","","","","1990","3","26","","","","","","","","","578288","","","","","","","Australia","AU","Tasmania","","","","","","","","","","","","","","","-40.1735","143.9597","EPSG:4326","450.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10305","","","","","","","https://biodiversity.org.au/afd/taxa/88653999-1e2f-47d1-87fa-1f6d3e47ffb8","Neophema chrysogaster","Neophema (Neonanodes) chrysogaster","","","","","","","","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","","","","species","","(Latham, 1790)","Orange-bellied Parrot","","","","Non-passerine birds","","","Neophema chrysogaster","","","","","","","","","","","","","","a2f0f876-49be-4322-ab93-2dfc9f322695","","","","","","","","","","Event"
"dr1097","","RAOU VIC observer code 290","","","CC-BY 4.0 (Int)","","","","","","","","","","","","OBSERVATION","","","","3336482","3336482","","RAOU VIC observer code 290","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","","","1981-06-14T00:00:00Z","","","","1981","6","14","","","","","","","","","427926","","","","","","","Australia","AU","Victoria","","","","","","","","","","","","","","","-38.2485","144.7513","EPSG:4326","900.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10305","","","","","","","https://biodiversity.org.au/afd/taxa/88653999-1e2f-47d1-87fa-1f6d3e47ffb8","Neophema chrysogaster","Neophema (Neonanodes) chrysogaster","","","","","","","","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","","","","species","","(Latham, 1790)","Orange-bellied Parrot","","","","Non-passerine birds","","","Neophema chrysogaster","","","","","","","","","","","","","","63ec64d4-f955-49b6-bf63-f7cabc7005bc","","","","","","","","","","Event"
"dr1097","","Not Supplied","","","CC-BY 4.0 (Int)","","","","","","","","","","","","OBSERVATION","","","","5116315","5116315","","Supplied, Not","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","","","2000-08-20T00:00:00Z","","","","2000","8","20","","","","","","","","","568200","","","","","","","Australia","AU","Victoria","","","","","","","","","","","","","","","-38.0428","144.5232","EPSG:4326","14.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10305","","","","","","","https://biodiversity.org.au/afd/taxa/88653999-1e2f-47d1-87fa-1f6d3e47ffb8","Neophema chrysogaster","Neophema (Neonanodes) chrysogaster","","","","","","","","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","","","","species","","(Latham, 1790)","Orange-bellied Parrot","","","","Non-passerine birds","","","Neophema chrysogaster","","","","","","","","","","","","","","b0105ea7-3197-4760-8884-1c0b66581ed9","","","","","","","","","","Event"
"dr1097","","Members BirdLife Australia","","","CC-BY 4.0 (Int)","","","","","","","","","","","","OBSERVATION","","","","3968198","3968198","","","","","","","","","","","PRESENT","","","","","","","","","","","","b1334e18-bf6e-4829-87da-a2b26c7efcaf|81c1edee-1ccd-4d1d-b44a-78d1669f1daa|53f3ec68-dce9-4d41-9c97-b8f6c9e8c1dc","","","","","","","","1993-04-18T00:00:00Z","","","","1993","4","18","","","","","","","","","469495","","","","","","","Australia","AU","Victoria","","","","","","","3.0","","","","","","","","-38.2401","144.4596","EPSG:4326","90.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10305","","","","","","","https://biodiversity.org.au/afd/taxa/88653999-1e2f-47d1-87fa-1f6d3e47ffb8","Neophema chrysogaster","Neophema (Neonanodes) chrysogaster","","","","","","","","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","","","","species","","(Latham, 1790)","Orange-bellied Parrot","","","","Non-passerine birds","","","Neophema chrysogaster","","","","","","","","","","","","","","17f72053-c664-42ab-81fa-02ddd34ac44b","","","","","","","","","","Event"
"dr1097","","Members BirdLife Australia","","","CC-BY 4.0 (Int)","","","","","","","","","","","","OCCURRENCE","","","","3950843","3950843","","","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","","","1992-05-17T00:00:00Z","","","","1992","5","17","","","","","","","","","469496","","","","","","","Australia","AU","Victoria","","","","","","","3.0","","","","","","","","-38.0068","144.5596","EPSG:4326","90.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10305","","","","","","","https://biodiversity.org.au/afd/taxa/88653999-1e2f-47d1-87fa-1f6d3e47ffb8","Neophema chrysogaster","Neophema (Neonanodes) chrysogaster","","","","","","","","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","","","","species","","(Latham, 1790)","Orange-bellied Parrot","","","","Non-passerine birds","","","Neophema chrysogaster","","","","","","","","","","","","","","d3d35e31-fd5c-4a14-b990-c2ae45854f93","","","","","","","","","","Event"
"dr1097","","Not Supplied","","","CC-BY 4.0 (Int)","","","","","","","","","","","","PRESERVED_SPECIMEN","","Record is SA Category 2 Conservation Protected in South Australia. Generalised to 10 km by SA DEWNR.","","5339406","5339406","","Supplied, Not","","","","","","","","","PRESENT","","","","","","","","","","","","bdbedc37-fe7a-47a5-971c-23cdec887ab4","","","","","","","","1927-10-24T00:00:00Z","","","","1927","10","24","","","","","","","","","577497","","","","","","","Australia","AU","South Australia","","","","","","","5.0","","","","","","","","-37.3","139.7","EPSG:4326","10000.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10305","","","","","","","https://biodiversity.org.au/afd/taxa/88653999-1e2f-47d1-87fa-1f6d3e47ffb8","Neophema chrysogaster","Neophema (Neonanodes) chrysogaster","","","","","","","","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","","","","species","","(Latham, 1790)","Orange-bellied Parrot","","","","Non-passerine birds","","","Neophema chrysogaster","","","","","","","","","","","","","","d95e641c-391a-4d8d-a64a-d317d7f7a3c0","","","","","","","","","","Event"
"dr1097","","Andrew Isles","","","CC-BY 4.0 (Int)","","","","","","","","","","","","OBSERVATION","","","","4255024","4255024","","Isles, Andrew","","","","","","","","","PRESENT","","","","","","","","","","","","","","","","","","","","1983-05-01T00:00:00Z","","","","1983","5","1","","","","","","","","","492518","","","","","","","Australia","AU","Victoria","","","","","","","5.0","","","","","","","","-38.05","144.523","EPSG:4326","10.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10305","","","","","","","https://biodiversity.org.au/afd/taxa/88653999-1e2f-47d1-87fa-1f6d3e47ffb8","Neophema chrysogaster","Neophema (Neonanodes) chrysogaster","","","","","","","","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","","","","species","","(Latham, 1790)","Orange-bellied Parrot","","","","Non-passerine birds","","","Neophema chrysogaster","","","","","","","","","","","","","","524c5d2b-a601-4058-b958-1360b6698396","","","","","","","","","","Event"
"dr1097","","Members BirdLife Australia","","","CC-BY 4.0 (Int)","","","","","","","","","","","","OBSERVATION","","","","3997894","3997894","","","","","","","","","","","PRESENT","","","","","","","","","","","","8cbc8783-104e-4aaa-b851-cf669b6a0817|f2cff67b-de53-456a-8db7-5f0d24119d5e","","","","","","","","1994-09-18T00:00:00Z","","","","1994","9","18","","","","","","","","","492571","","","","","","","Australia","AU","Victoria","","","","","","","1.0","","","","","","","","-38.0395","144.5382","EPSG:4326","100.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10305","","","","","","","https://biodiversity.org.au/afd/taxa/88653999-1e2f-47d1-87fa-1f6d3e47ffb8","Neophema chrysogaster","Neophema (Neonanodes) chrysogaster","","","","","","","","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Neophema","","","","species","","(Latham, 1790)","Orange-bellied Parrot","","","","Non-passerine birds","","","Neophema chrysogaster","","","","","","","","","","","","","","839b7295-8685-4a96-93a6-530b8af53e40","","","","","","","","","","Event"
